card_number,set,set_card_number,player,team,notes,parallel
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Gold Sparkle /50
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Netbuster /38
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Orange /25
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Orange Mini-Diamonds /25
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Orange Sparkle /25
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Black /10
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Black Mini-Diamonds /10
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Black Sparkle /10
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Red /5
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Red Mini-Diamonds /5
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,Red Sparkle /5
847,Base Autograph Cards,BA-ML,Myles Lewis-Skelly,Arsenal,,FoilFractor 1/1
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Base
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Purple /199
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Blue /150
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Blue Sparkle /150
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Green /99
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Green Mini-Diamonds /99
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Green Sparkle /99
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Black & White /75
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Black & White Mini-Diamonds /75
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Black & White Sparkle /75
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Gold /50
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Gold Mini-Diamonds /50
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Gold Sparkle /50
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Netbuster /38
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Orange /25
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Orange Mini-Diamonds /25
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Orange Sparkle /25
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Black /10
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Black Mini-Diamonds /10
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Black Sparkle /10
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Red /5
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Red Mini-Diamonds /5
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,Red Sparkle /5
848,Base Autograph Cards,BA-MZ,Martín Zubimendi,Arsenal,,FoilFractor 1/1
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Base
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Purple /199
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Blue /150
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Blue Sparkle /150
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Green /99
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Green Mini-Diamonds /99
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Green Sparkle /99
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Black & White /75
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Black & White Mini-Diamonds /75
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Black & White Sparkle /75
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Gold /50
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Gold Mini-Diamonds /50
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Gold Sparkle /50
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Netbuster /38
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Orange /25
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Orange Mini-Diamonds /25
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Orange Sparkle /25
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Black /10
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Black Mini-Diamonds /10
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Black Sparkle /10
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Red /5
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Red Mini-Diamonds /5
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,Red Sparkle /5
849,Base Autograph Cards,BA-EE,Eberechi Eze,Arsenal,,FoilFractor 1/1
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Base
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Purple /199
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Blue /150
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Blue Sparkle /150
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Green /99
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Green Mini-Diamonds /99
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Green Sparkle /99
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Black & White /75
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Black & White Mini-Diamonds /75
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Black & White Sparkle /75
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Gold /50
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Gold Mini-Diamonds /50
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Gold Sparkle /50
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Netbuster /38
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Orange /25
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Orange Mini-Diamonds /25
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Orange Sparkle /25
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Black /10
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Black Mini-Diamonds /10
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Black Sparkle /10
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Red /5
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Red Mini-Diamonds /5
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,Red Sparkle /5
850,Base Autograph Cards,BA-DR,Declan Rice,Arsenal,,FoilFractor 1/1
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Base
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Purple /199
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Blue /150
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Blue Sparkle /150
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Green /99
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Green Mini-Diamonds /99
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Green Sparkle /99
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Black & White /75
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Black & White Mini-Diamonds /75
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Black & White Sparkle /75
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Gold /50
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Gold Mini-Diamonds /50
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Gold Sparkle /50
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Netbuster /38
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Orange /25
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Orange Mini-Diamonds /25
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Orange Sparkle /25
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Black /10
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Black Mini-Diamonds /10
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Black Sparkle /10
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Red /5
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Red Mini-Diamonds /5
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,Red Sparkle /5
851,Base Autograph Cards,BA-NWA,Ethan Nwaneri,Arsenal,,FoilFractor 1/1
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Base
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Purple /199
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Blue /150
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Blue Sparkle /150
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Green /99
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Green Mini-Diamonds /99
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Green Sparkle /99
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Black & White /75
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Black & White Mini-Diamonds /75
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Black & White Sparkle /75
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Gold /50
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Gold Mini-Diamonds /50
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Gold Sparkle /50
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Netbuster /38
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Orange /25
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Orange Mini-Diamonds /25
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Orange Sparkle /25
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Black /10
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Black Mini-Diamonds /10
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Black Sparkle /10
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Red /5
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Red Mini-Diamonds /5
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,Red Sparkle /5
852,Base Autograph Cards,BA-BS,Bukayo Saka,Arsenal,,FoilFractor 1/1
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Base
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Purple /199
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Blue /150
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Blue Sparkle /150
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Green /99
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Green Mini-Diamonds /99
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Green Sparkle /99
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Black & White /75
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Black & White Mini-Diamonds /75
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Black & White Sparkle /75
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Gold /50
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Gold Mini-Diamonds /50
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Gold Sparkle /50
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Netbuster /38
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Orange /25
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Orange Mini-Diamonds /25
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Orange Sparkle /25
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Black /10
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Black Mini-Diamonds /10
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Black Sparkle /10
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Red /5
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Red Mini-Diamonds /5
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,Red Sparkle /5
853,Base Autograph Cards,BA-IW,Ian Wright,Arsenal,,FoilFractor 1/1
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Base
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Purple /199
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Blue /150
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Blue Sparkle /150
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Green /99
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Green Mini-Diamonds /99
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Green Sparkle /99
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Black & White /75
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Black & White Mini-Diamonds /75
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Black & White Sparkle /75
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Gold /50
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Gold Mini-Diamonds /50
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Gold Sparkle /50
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Netbuster /38
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Orange /25
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Orange Mini-Diamonds /25
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Orange Sparkle /25
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Black /10
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Black Mini-Diamonds /10
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Black Sparkle /10
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Red /5
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Red Mini-Diamonds /5
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,Red Sparkle /5
854,Base Autograph Cards,BA-NA,Nicolas Anelka,Arsenal,,FoilFractor 1/1
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Base
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Purple /199
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Blue /150
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Blue Sparkle /150
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Green /99
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Green Mini-Diamonds /99
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Green Sparkle /99
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Black & White /75
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Black & White Mini-Diamonds /75
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Black & White Sparkle /75
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Gold /50
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Gold Mini-Diamonds /50
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Gold Sparkle /50
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Netbuster /38
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Orange /25
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Orange Mini-Diamonds /25
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Orange Sparkle /25
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Black /10
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Black Mini-Diamonds /10
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Black Sparkle /10
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Red /5
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Red Mini-Diamonds /5
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,Red Sparkle /5
855,Base Autograph Cards,BA-NMA,Noni Madueke,Arsenal,,FoilFractor 1/1
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Base
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Purple /199
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Blue /150
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Blue Sparkle /150
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Green /99
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Green Mini-Diamonds /99
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Green Sparkle /99
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Black & White /75
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Black & White Mini-Diamonds /75
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Black & White Sparkle /75
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Gold /50
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Gold Mini-Diamonds /50
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Gold Sparkle /50
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Netbuster /38
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Orange /25
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Orange Mini-Diamonds /25
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Orange Sparkle /25
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Black /10
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Black Mini-Diamonds /10
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Black Sparkle /10
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Red /5
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Red Mini-Diamonds /5
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,Red Sparkle /5
856,Base Autograph Cards,BA-EK,Ezri Konsa,Aston Villa,,FoilFractor 1/1
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Base
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Purple /199
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Blue /150
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Blue Sparkle /150
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Green /99
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Green Mini-Diamonds /99
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Green Sparkle /99
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Black & White /75
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Black & White Mini-Diamonds /75
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Black & White Sparkle /75
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Gold /50
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Gold Mini-Diamonds /50
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Gold Sparkle /50
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Netbuster /38
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Orange /25
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Orange Mini-Diamonds /25
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Orange Sparkle /25
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Black /10
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Black Mini-Diamonds /10
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Black Sparkle /10
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Red /5
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Red Mini-Diamonds /5
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,Red Sparkle /5
857,Base Autograph Cards,BA-MCH,Matty Cash,Aston Villa,,FoilFractor 1/1
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Base
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Purple /199
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Blue /150
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Blue Sparkle /150
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Green /99
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Green Mini-Diamonds /99
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Green Sparkle /99
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Black & White /75
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Black & White Mini-Diamonds /75
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Black & White Sparkle /75
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Gold /50
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Gold Mini-Diamonds /50
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Gold Sparkle /50
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Netbuster /38
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Orange /25
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Orange Mini-Diamonds /25
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Orange Sparkle /25
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Black /10
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Black Mini-Diamonds /10
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Black Sparkle /10
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Red /5
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Red Mini-Diamonds /5
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,Red Sparkle /5
858,Base Autograph Cards,BA-YT,Youri Tielemans,Aston Villa,,FoilFractor 1/1
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Base
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Purple /199
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Blue /150
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Blue Sparkle /150
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Green /99
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Green Mini-Diamonds /99
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Green Sparkle /99
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Black & White /75
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Black & White Mini-Diamonds /75
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Black & White Sparkle /75
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Gold /50
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Gold Mini-Diamonds /50
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Gold Sparkle /50
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Netbuster /38
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Orange /25
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Orange Mini-Diamonds /25
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Orange Sparkle /25
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Black /10
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Black Mini-Diamonds /10
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Black Sparkle /10
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Red /5
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Red Mini-Diamonds /5
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,Red Sparkle /5
859,Base Autograph Cards,BA-JMG,John McGinn,Aston Villa,,FoilFractor 1/1
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Base
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Purple /199
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Blue /150
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Blue Sparkle /150
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Green /99
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Green Mini-Diamonds /99
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Green Sparkle /99
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Black & White /75
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Black & White Mini-Diamonds /75
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Black & White Sparkle /75
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Gold /50
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Gold Mini-Diamonds /50
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Gold Sparkle /50
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Netbuster /38
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Orange /25
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Orange Mini-Diamonds /25
860,Base Autograph Cards,BA-OW,Ollie Watkins,Aston Villa,,Orange Sparkle /25
